,formation,country,reference,label,age,strat_m,d13C,d18O,87Sr/86Sr_primary
1826,Little Dal Group,Canada,"Halverson et al. (2006), Halverson et al. (2007d)",Little Dal,784.695,1901.9,0.28,2.15,
1827,Little Dal Group,Canada,"Halverson et al. (2006), Halverson et al. (2007d)",Little Dal,784.609,1904.8,1.59,-6.67,
1828,Little Dal Group,Canada,"Halverson et al. (2006), Halverson et al. (2007d)",Little Dal,784.397,1911.9,1.13,-6.7,
1829,Little Dal Group,Canada,"Halverson et al. (2006), Halverson et al. (2007d)",Little Dal,784.263,1916.4,1.12,-7.21,
1830,Little Dal Group,Canada,"Halverson et al. (2006), Halverson et al. (2007d)",Little Dal,784.209,1918.2,0.59,-5.04,
1831,Little Dal Group,Canada,"Halverson et al. (2006), Halverson et al. (2007d)",Little Dal,784.11,1921.5,1.76,-4.82,
1832,Little Dal Group,Canada,"Halverson et al. (2006), Halverson et al. (2007d)",Little Dal,784.0,1925.2,1.68,-6.73,
1833,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,825.0,0.0,0.8,,
1834,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,824.875,3.5,1.5,,
1835,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,824.579,11.8,2.0,,
1836,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,824.486,14.4,2.7,,
1837,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,824.155,23.7,1.5,,
1838,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,823.976,28.7,2.5,,
1839,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,823.898,30.9,1.4,,
1840,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,823.537,41.0,4.1,,
1841,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,822.788,62.0,3.9,,
1842,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,822.489,70.4,4.5,,
1843,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,822.21,78.2,8.4,,
1844,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,821.889,87.2,6.5,,
1845,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,821.586,95.7,5.2,,
1846,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,821.219,106.0,5.6,,
1847,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,820.88,115.5,6.5,,
1848,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,820.541,125.0,3.7,,
1849,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,820.263,132.8,5.7,,
1850,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,820.077,138.0,3.8,,
1851,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,819.792,146.0,5.2,,
1852,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,819.506,154.0,3.3,,
1853,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,817.687,205.0,2.9,,
1854,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,817.437,212.0,3.2,,
1855,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,817.166,219.6,,-6.4,
1856,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,816.938,226.0,4.3,,
1857,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,816.189,247.0,4.8,,
1858,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.739,259.6,1.7,,
1859,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.536,265.3,3.3,,
1860,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.529,265.5,3.6,,
1861,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.518,265.8,3.5,,
1862,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.514,265.9,3.6,,
1863,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.504,266.2,3.5,,
1864,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.493,266.5,4.2,,
1865,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.486,266.7,4.0,,
1866,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.468,267.2,4.0,,
1867,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.457,267.5,4.0,,
1868,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.447,267.8,3.8,,
1869,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.44,268.0,4.1,,
1870,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.34,270.8,4.4,,
1871,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.325,271.2,4.4,,
1872,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.304,271.8,4.2,,
1873,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.293,272.1,4.9,,
1874,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.275,272.6,4.2,,
1875,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.265,272.9,4.7,,
1876,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.24,273.6,4.8,,
1877,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.229,273.9,5.0,,
1878,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.208,274.5,5.0,,
1879,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.172,275.5,4.8,,
1880,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.136,276.5,5.3,,
1881,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.101,277.5,5.2,,
1882,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,815.044,279.1,5.4,,
1883,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,814.997,280.4,5.5,,
1884,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,814.951,281.7,,-5.7,0.70627
1885,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,814.922,282.5,5.6,,
1886,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,814.687,289.1,5.9,,
1887,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,814.605,291.4,5.7,,
1888,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,814.512,294.0,6.1,,
1889,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,814.373,297.9,6.1,,
1890,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,814.287,300.3,6.5,,
1891,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,814.048,307.0,6.2,,
1892,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,813.895,311.3,6.7,,
1893,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,813.745,315.5,4.8,,
1894,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,813.684,317.2,5.5,,
1895,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,813.203,330.7,5.6,,
1896,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,813.035,335.4,5.6,,
1897,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,812.946,337.9,6.0,,
1898,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,812.718,344.3,6.2,,
1899,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,812.55,349.0,6.4,,
1900,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,812.318,355.5,6.2,,
1901,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,812.247,357.5,,-6.3,0.70626
1902,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,812.19,359.1,6.8,,
1903,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,812.061,362.7,6.8,,
1904,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,811.879,367.8,7.1,,
1905,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,811.697,372.9,6.9,,
1906,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,811.269,384.9,6.5,,
1907,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,811.109,389.4,7.7,,
1908,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,810.756,399.3,6.7,,
1909,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,810.545,405.2,,-7.1,0.70628
1910,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,810.531,405.6,7.6,,
1911,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,810.367,410.2,3.7,,
1912,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,810.31,411.8,6.1,,
1913,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,810.267,413.0,6.4,,
1914,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,810.106,417.5,7.4,,
1915,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,809.953,421.8,6.4,,
1916,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,809.768,427.0,7.1,,
1917,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,809.768,427.0,7.6,,
1918,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,809.628,430.9,7.8,,
1919,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,809.518,434.0,,-10.6,0.70652
1920,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,809.5,434.5,6.9,,
1921,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,809.5,434.5,7.2,,
1922,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,809.367,437.7,6.8,,
1923,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,809.338,438.4,6.8,,
1924,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,809.229,441.0,6.5,,
1925,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,809.1,444.1,,-7.0,0.70625
1926,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,809.046,445.4,6.2,,
1927,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,809.038,445.6,6.1,,
1928,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.905,448.8,6.3,,
1929,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.896,449.0,6.4,,
1930,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.813,451.0,6.2,,
1931,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.738,452.8,5.2,,
1932,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.672,454.4,,-8.8,
1933,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.642,455.1,,-11.7,
1934,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.534,457.7,4.8,,
1935,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.522,458.0,4.7,,
1936,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.505,458.4,,-9.9,
1937,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.493,458.7,4.6,,
1938,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.463,459.4,4.7,,
1939,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.409,460.7,5.1,,
1940,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.276,463.9,-0.1,,
1941,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.259,464.3,-0.4,,
1942,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.23,465.0,-0.2,,
1943,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.214,465.4,-0.3,,
1944,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.193,465.9,-0.3,,
1945,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.147,467.0,-0.6,,
1946,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.134,467.3,,-8.4,
1947,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.126,467.5,-0.6,,
1948,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.089,468.4,-0.6,,
1949,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,808.03,469.8,-0.4,,
1950,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,807.96,471.5,-0.8,,
1951,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,807.826,474.7,,-8.3,0.70644
1952,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,807.76,476.3,-0.6,,
1953,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,807.739,476.8,,-8.1,0.70635
1954,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,807.585,480.5,-1.0,,
1955,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,807.556,481.2,-1.0,,
1956,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,807.535,481.7,-0.8,,
1957,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,807.502,482.5,-1.1,,
1958,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,807.473,483.2,-1.0,,
1959,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,807.443,483.9,-1.2,,
1960,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,807.41,484.7,-1.2,,
1961,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,807.368,485.7,-1.2,,
1962,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,807.327,486.7,-1.3,,
1963,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,807.281,487.8,-1.2,,
1964,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,807.235,488.9,,-8.3,0.70643
1965,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,807.235,488.9,-1.4,,
1966,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,807.164,490.6,-1.3,,
1967,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,807.035,493.7,-1.2,,
1968,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,806.852,498.1,-1.1,,
1969,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,806.79,499.6,-1.4,,
1970,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,806.736,500.9,-1.4,,
1971,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,806.636,503.3,-1.2,,
1972,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,806.461,507.5,-1.4,,
1973,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,806.415,508.6,-1.4,,
1974,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,806.332,510.6,-1.3,,
1975,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,806.265,512.2,-1.4,,
1976,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,805.995,518.7,-1.3,,
1977,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,805.82,522.9,-1.1,,
1978,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,805.304,535.3,-0.1,,
1979,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,805.054,541.3,-1.1,,
1980,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,804.875,545.6,-1.0,,
1981,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,804.829,546.7,,-9.2,0.7064
1982,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,804.712,549.5,-0.8,,
1983,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,804.504,554.5,-0.3,,
1984,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,804.363,557.9,-0.7,,
1985,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,804.242,560.8,-0.8,,
1986,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,803.826,570.8,-0.4,,
1987,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,803.742,572.8,-0.3,,
1988,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,803.647,575.1,,-8.5,0.70641
1989,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,803.53,577.9,-0.3,,
1990,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,803.318,583.0,0.1,,
1991,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,803.126,587.6,-0.7,,
1992,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,802.797,595.5,-0.2,,
1993,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,802.664,598.7,-0.8,,
1994,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,802.635,599.4,,-6.9,0.70637
1995,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,802.51,602.4,-0.1,,
1996,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,802.393,605.2,0.0,,
1997,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,802.381,605.5,0.1,,
1998,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,802.019,614.2,-1.5,,
1999,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,801.994,614.8,0.2,,
2000,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,801.89,617.3,,-8.5,0.7066
2001,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,801.84,618.5,0.4,,
2002,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,801.615,623.9,0.1,,
2003,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,801.344,630.4,0.5,,
2004,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,801.328,630.8,,-7.3,0.70642
2005,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,801.324,630.9,0.2,,
2006,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,801.115,635.9,0.5,,
2007,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,800.936,640.2,-0.8,,
2008,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,800.766,644.3,-0.5,,
2009,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,800.595,648.4,-0.2,,
2010,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,800.428,652.4,-0.2,,
2011,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,800.291,655.7,-0.3,,
2012,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,800.249,656.7,-0.4,,
2013,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,800.199,657.9,,-7.3,
2014,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,800.07,661.0,0.0,,
2015,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,800.05,661.5,-0.1,,
2016,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,799.875,665.7,-0.1,,
2017,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,799.837,666.6,0.0,,
2018,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,799.762,668.4,,-6.9,0.70634
2019,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,799.696,670.0,0.5,,
2020,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,799.625,671.7,0.2,,
2021,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,799.538,673.8,0.1,,
2022,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,799.338,678.6,-0.1,,
2023,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,799.325,678.9,0.2,,
2024,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,799.179,682.4,-0.3,,
2025,Akademikerbreen Group,Svalbard,"Halverson et al. (2007a), Halverson et al. (2007d)",Akademikerbreen,799.155,683.0,-0.1,,
